Authors,Authors (Full Names),Beginning Page,DOI,ISSN,Journal Title (Full),New ISI Keywords,Original Keywords,Publication Year,Research Field,Times Cited,Title,Unique ID,Version Number,Volume,PM,File Name,Cite Me As
"Sato, Y","Sato, Yosuke",339,10.1007/s10831-011-9082-3,0925-8558,JOURNAL OF EAST ASIAN LINGUISTICS,VP-ELLIPSIS |MOVEMENT,"P-stranding|Sluicing|PF repair|Feature percolation|D-to-P incorporation, Syntax-phonology interface|Indonesian",2011,Linguistics|Language & Linguistics,3,P-stranding under sluicing and repair by ellipsis: why is Indonesian (not) special?,WOS:000300369300002,1,20,,D:\Users\mginda\Desktop\savedrecs(10).txt,"Sato Y, 2011, V20, P339, DOI 10.1007/s10831-011-9082-3"
"Verheyen, S|De Deyne, S|Dry, MJ|Storms, G","Verheyen, Steven|De Deyne, Simon|Dry, Matthew J.|Storms, Gert",1515,10.1037/a0024431,0278-7393,JOURNAL OF EXPERIMENTAL PSYCHOLOGY-LEARNING MEMORY AND COGNITION,NATURAL-LANGUAGE CONCEPTS |PERCEPTUAL CATEGORIZATION |SEMANTIC MEMORY |CLASSIFICATION |SIMILARITY |TYPICALITY |EXEMPLAR |FEATURES |CONTEXT |COMMON,natural language categories|contrast categories|categorization|typicality|similarity,2011,"Psychology|Psychology, Experimental",4,Uncovering Contrast Categories in Categorization With a Probabilistic Threshold Model,WOS:000297111800012,1,37,21767056,D:\Users\mginda\Desktop\savedrecs(10).txt,"Verheyen S, 2011, V37, P1515, DOI 10.1037/a0024431"
"Pawlowitsch, C|Mertikopoulos, P|Ritt, N","Pawlowitsch, Christina|Mertikopoulos, Panayotis|Ritt, Nikolaus",1,10.1016/j.jtbi.2011.07.005,0022-5193,JOURNAL OF THEORETICAL BIOLOGY,EVOLUTIONARILY STABLE STRATEGIES |SIGNALING GAMES |DYNAMICS |DIVERSITY |WORLD,Language evolution|Evolutionary language game|Neutrally stable polymorphisms|Shifting balance,2011,Biology|Mathematical & Computational Biology,2,"Neutral stability, drift, and the diversification of languages",WOS:000295197400001,1,287,21798268,D:\Users\mginda\Desktop\savedrecs(10).txt,"Pawlowitsch C, 2011, V287, P1, DOI 10.1016/j.jtbi.2011.07.005"
"Hellyer, PJ|Woodhead, ZVJ|Leech, R|Wise, RJS","Hellyer, Peter J.|Woodhead, Zoe V. J.|Leech, Robert|Wise, Richard J. S.",14631,10.1523/JNEUROSCI.2740-11.2011,0270-6474,JOURNAL OF NEUROSCIENCE,WORD FORM AREA |TOP-DOWN FACILITATION |FUSIFORM GYRUS |PARIETAL LOBES |VISUAL AREAS |BRAIN IMAGES |PURE ALEXIA |RECOGNITION |NUMBER |CORTEX,,2011,Neurosciences,8,An Investigation of Twenty/20 Vision in Reading,WOS:000296019600020,1,31,21994379,D:\Users\mginda\Desktop\savedrecs(10).txt,"Hellyer PJ, 2011, V31, P14631, DOI 10.1523/JNEUROSCI.2740-11.2011"
"Elqayam, S|Evans, JST","Elqayam, Shira|Evans, Jonathan St. B. T.",233,10.1017/S0140525X1100001X,0140-525X,BEHAVIORAL AND BRAIN SCIENCES,RATIONALITY DEBATE |SELECTION TASK |DUAL-PROCESSES |CONDITIONALS |JUDGMENTS |PROBABILITIES |PARADIGM |IRRATIONALITY |SUPPOSITIONS |PSYCHOLOGY,Bayesianism|competence|computational-level analysis|descriptivism|is-ought inference|logicism|normative systems|normativism|rational analysis|rationality|research bias|understanding/acceptance principle,2011,"Psychology, Biological|Behavioral Sciences|Neurosciences",44,"Subtracting ""ought"" from ""is"": Descriptivism versus normativism in the study of human thinking",WOS:000296615600001,1,34,22000212,D:\Users\mginda\Desktop\savedrecs(10).txt,"Elqayam S, 2011, V34, P233, DOI 10.1017/S0140525X1100001X"
"Crossley, SA|Salsbury, T|McNamara, DS|Jarvis, S","Crossley, Scott A.|Salsbury, Tom|McNamara, Danielle S.|Jarvis, Scott",561,10.1177/0265532210378031,0265-5322,LANGUAGE TESTING,2ND-LANGUAGE |VOCABULARY |ACQUISITION |DETERMINANTS |DECISION |RICHNESS |SPEAKERS,computational linguistics|corpus linguistics|depth of lexical knowledge|hypernymy|lexical diversity|lexical frequency|lexical proficiency|vocabulary size,2011,Linguistics|Language & Linguistics,9,Predicting lexical proficiency in language learner texts using computational indices,WOS:000295942800007,1,28,,D:\Users\mginda\Desktop\savedrecs(10).txt,"Crossley SA, 2011, V28, P561, DOI 10.1177/0265532210378031"
"Monz, C","Monz, Christof",425,10.1017/S1351324910000276,1351-3249,NATURAL LANGUAGE ENGINEERING,RETRIEVAL,,2011,"Computer Science, Artificial Intelligence|Linguistics|Language & Linguistics",0,Machine learning for query formulation in question answering,WOS:000296139100001,1,17,,D:\Users\mginda\Desktop\savedrecs(10).txt,"Monz C, 2011, V17, P425, DOI 10.1017/S1351324910000276"
"Chladkova, K|Podlipsky, VJ","Chladkova, Katerina|Podlipsky, Vaclav Jonas",EL186,10.1121/1.3629135,0001-4966,JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,ENGLISH VOWELS |RUSSIAN LISTENERS |SPEECH-PERCEPTION |SPANISH LISTENERS |EXPERIENCE |AMERICAN |DURATION |CONTRAST,,2011,Acoustics|Audiology & Speech-Language Pathology,7,Native dialect matters: Perceptual assimilation of Dutch vowels by Czech listeners,WOS:000295799400010,1,130,21974490,D:\Users\mginda\Desktop\savedrecs(10).txt,"Chladkova K, 2011, V130, EL186, DOI 10.1121/1.3629135"
"Gorlich, D|Artmann, S|Dittrich, P","Goerlich, Dennis|Artmann, Stefan|Dittrich, Peter",914,10.1016/j.bbagen.2011.04.004,0304-4165,BIOCHIMICA ET BIOPHYSICA ACTA-GENERAL SUBJECTS,HISTONE MODIFICATIONS |EPIGENETIC CODE |GENETIC-CODE |SUGAR CODE |ACETYLATION |COMMUNICATION |EVOLUTION |LANGUAGE |MODEL,Molecular information processing|Semantics of molecular information|Molecular code|Algebraic code identification,2011,Biochemistry & Molecular Biology|Biophysics,5,Cells as semantic systems,WOS:000294878000002,1,1810,21569823,D:\Users\mginda\Desktop\savedrecs(10).txt,"Gorlich D, 2011, V1810, P914, DOI 10.1016/j.bbagen.2011.04.004"
"Lortie, CL|Guitton, MJ","Lortie, Catherine L.|Guitton, Matthieu J.",,10.1371/journal.pone.0025085,1932-6203,PLOS ONE,COMPUTER-MEDIATED COMMUNICATION |VIRTUAL ENVIRONMENTS |TURING TEST |DIMENSIONS |AVATARS |RESPONSES |MACHINE |LANGUAGE |SPEECH |AGENTS,,2011,Multidisciplinary Sciences,4,Judgment of the Humanness of an Interlocutor Is in the Eye of the Beholder,WOS:000295265100052,1,6,21966420,D:\Users\mginda\Desktop\savedrecs(10).txt,"Lortie CL, 2011, V6, DOI 10.1371/journal.pone.0025085"
"Walker, RS|Ribeiro, LA","Walker, Robert S.|Ribeiro, Lincoln A.",2562,10.1098/rspb.2010.2579,0962-8452,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,MANIHOT-ESCULENTA |LANGUAGE |HISTORY |ORIGIN |EUPHORBIACEAE |EVOLUTION |SUPPORT,Amazonian languages and cultures|population expansions|phylogenetic trees|ancient histories,2011,Biology|Ecology|Evolutionary Biology,11,Bayesian phylogeography of the Arawak expansion in lowland South America,WOS:000293142200002,1,278,21247954,D:\Users\mginda\Desktop\savedrecs(10).txt,"Walker RS, 2011, V278, P2562, DOI 10.1098/rspb.2010.2579"
"Mancini, S|Molinaro, N|Rizzi, L|Carreiras, M","Mancini, Simona|Molinaro, Nicola|Rizzi, Luigi|Carreiras, Manuel",64,10.1016/j.brainres.2011.06.055,0006-8993,BRAIN RESEARCH,BRAIN POTENTIALS |SENTENCE COMPREHENSION |SEMANTIC VIOLATIONS |ERP |GENDER |SPANISH |INFORMATION |COMPLEXITY |PRONOUNS |SYNTAX,LAN|N400|P600|Sentence processing|Syntax,2011,Neurosciences,14,A person is not a number: Discourse involvement in subject-verb agreement computation,WOS:000295064400007,1,1410,21798519,D:\Users\mginda\Desktop\savedrecs(10).txt,"Mancini S, 2011, V1410, P64, DOI 10.1016/j.brainres.2011.06.055"
"Cox, GE|Kachergis, G|Recchia, G|Jones, MN","Cox, Gregory E.|Kachergis, George|Recchia, Gabriel|Jones, Michael N.",602,10.3758/s13428-011-0125-5,1554-351X,BEHAVIOR RESEARCH METHODS,INTERACTIVE ACTIVATION MODEL |ORTHOGRAPHIC SIMILARITY |PRINTED WORD |RECOGNITION |POSITION |IDENTIFICATION |INFORMATION |RETRIEVAL |MEMORY |NEIGHBORHOOD,Word perception|Lexical representation|Orthography|Holographic reduced representations,2011,"Psychology, Mathematical|Psychology, Experimental",10,Toward a scalable holographic word-form representation,WOS:000300095300002,1,43,21701947,D:\Users\mginda\Desktop\savedrecs(10).txt,"Cox GE, 2011, V43, P602, DOI 10.3758/s13428-011-0125-5"
"Gibbon, D","Gibbon, Dafydd",470,10.2478/psicl-2011-0026,1897-7499,POZNAN STUDIES IN CONTEMPORARY LINGUISTICS,,Gesture|prosody|speech|linguistics|computation,2011,Linguistics|Language & Linguistics,0,MODELLING GESTURE AS SPEECH: A LINGUISTIC APPROACH,WOS:000298277000003,1,47,,D:\Users\mginda\Desktop\savedrecs(10).txt,"Gibbon D, 2011, V47, P470, DOI 10.2478/psicl-2011-0026"
"Wieling, M|Nerbonne, J|Baayen, RH","Wieling, Martijn|Nerbonne, John|Baayen, R. Harald",,10.1371/journal.pone.0023613,1932-6203,PLOS ONE,MODEL |REGRESSION |FREQUENCY |HEIGHT,,2011,Multidisciplinary Sciences,15,Quantitative Social Dialectology: Explaining Linguistic Variation Geographically and Socially,WOS:000294683900004,1,6,21912639,D:\Users\mginda\Desktop\savedrecs(10).txt,"Wieling M, 2011, V6, DOI 10.1371/journal.pone.0023613"
"Mairesse, F|Walker, MA","Mairesse, Francois|Walker, Marilyn A.",455,,0891-2017,COMPUTATIONAL LINGUISTICS,LANGUAGE GENERATION |DIALOGUE |CONVERSATION |ADAPTATION |AGENTS |SELF,,2011,"Computer Science, Artificial Intelligence|Computer Science, Interdisciplinary Applications|Linguistics|Language & Linguistics",7,Controlling User Perceptions of Linguistic Style: Trainable Generation of Personality Traits,WOS:000294295200002,1,37,,D:\Users\mginda\Desktop\savedrecs(10).txt,"Mairesse F, 2011, V37, P455"
"Strand, JF|Sommers, MS","Strand, Julia F.|Sommers, Mitchell S.",1663,10.1121/1.3613930,0001-4966,JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,CONTINUOUS SPEECH RECOGNITION |PERCEPTION |CONSONANTS |MODEL |DISTINCTIVENESS |CONFUSIONS |SHORTLIST |VISEMES,,2011,Acoustics|Audiology & Speech-Language Pathology,6,Sizing up the competition: Quantifying the influence of the mental lexicon on auditory and visual spoken word recognition,WOS:000294489500054,1,130,21895103,D:\Users\mginda\Desktop\savedrecs(10).txt,"Strand JF, 2011, V130, P1663, DOI 10.1121/1.3613930"
"Forstall, CW|Jacobson, SL|Scheirer, WJ","Forstall, Christopher W.|Jacobson, Sarah L.|Scheirer, Walter J.",285,10.1093/llc/fqr029,0268-1145,LITERARY AND LINGUISTIC COMPUTING,,,2011,Linguistics|Language & Linguistics|Literature,3,Evidence of intertextuality: investigating Paul the Deacon's Angustae Vitae,WOS:000294122100006,1,26,,D:\Users\mginda\Desktop\savedrecs(10).txt,"Forstall CW, 2011, V26, P285, DOI 10.1093/llc/fqr029"
"Cartwright, RA","Cartwright, Reed A.",2201,10.1007/s11538-010-9619-z,0092-8240,BULLETIN OF MATHEMATICAL BIOLOGY,SHIFTING BALANCE |SEVERE SPEECH |COMMUNICATION |DISORDER |FACULTY |BRAIN |CRITIQUE |FOXP2 |MODEL,Pairwise interaction|Language faculty|Assortative interaction|Dynamics|Stability|FOXP2,2011,Biology|Mathematical & Computational Biology,0,"Bards, Poets, and Cliques: Frequency-Dependent Selection and the Evolution of Language Genes",WOS:000293464300010,1,73,21191662,D:\Users\mginda\Desktop\savedrecs(10).txt,"Cartwright RA, 2011, V73, P2201, DOI 10.1007/s11538-010-9619-z"
"Kenett, YN|Kenett, DY|Ben-Jacob, E|Faust, M","Kenett, Yoed N.|Kenett, Dror Y.|Ben-Jacob, Eshel|Faust, Miriam",,10.1371/journal.pone.0023912,1932-6203,PLOS ONE,SMALL-WORLD NETWORKS |SPREADING ACTIVATION |DYNAMICS |IDENTIFICATION |DECISION |MODEL |MEMORY |TIME,,2011,Multidisciplinary Sciences,19,Global and Local Features of Semantic Networks: Evidence from the Hebrew Mental Lexicon,WOS:000295832000073,1,6,21887343,D:\Users\mginda\Desktop\savedrecs(10).txt,"Kenett YN, 2011, V6, DOI 10.1371/journal.pone.0023912"
"Lee, H|Noppeney, U","Lee, HweeLing|Noppeney, Uta",11338,10.1523/JNEUROSCI.6510-10.2011,0270-6474,JOURNAL OF NEUROSCIENCE,SUPERIOR TEMPORAL SULCUS |MULTISENSORY INTEGRATION |OBJECT CATEGORIZATION |INVERSE EFFECTIVENESS |ACTION REPRESENTATION |PREFRONTAL CORTEX |AUDITORY SPEECH |SOUND |BRAIN |ORGANIZATION,,2011,Neurosciences,18,Physical and Perceptual Factors Shape the Neural Mechanisms That Integrate Audiovisual Signals in Speech Comprehension,WOS:000293459400024,1,31,21813693,D:\Users\mginda\Desktop\savedrecs(10).txt,"Lee H, 2011, V31, P11338, DOI 10.1523/JNEUROSCI.6510-10.2011"
"Rasanen, O","Rasanen, Okko",149,10.1016/j.cognition.2011.04.001,0010-0277,COGNITION,INFANTS |CUES |STATISTICS |PERCEPTION |CATEGORIES |LANGUAGE |REPRESENTATIONS |ACQUISITION |DISCOVERY |SEQUENCES,Unsupervised learning|Language acquisition|Word segmentation|Distributional learning,2011,"Psychology, Experimental",11,A computational model of word segmentation from continuous speech using transitional probabilities of atomic acoustic events,WOS:000293054300001,1,120,21524739,D:\Users\mginda\Desktop\savedrecs(10).txt,"Rasanen O, 2011, V120, P149, DOI 10.1016/j.cognition.2011.04.001"
"Monaghan, P|Christiansen, MH|Fitneva, SA","Monaghan, Padraic|Christiansen, Morten H.|Fitneva, Stanka A.",325,10.1037/a0022924,0096-3445,JOURNAL OF EXPERIMENTAL PSYCHOLOGY-GENERAL,GRAMMATICAL CATEGORY ASSIGNMENTS |SUFFIXING PREFERENCE |DISTRIBUTIONAL CUES |ARTIFICIAL LANGUAGE |WORD RECOGNITION |ACQUISITION |CATEGORIZATION |PHONOLOGY |SOUND |MORPHOLOGY,language evolution|language acquisition|arbitrariness of the sign|connectionist modeling|artificial language learning,2011,"Psychology, Experimental",23,The Arbitrariness of the Sign: Learning Advantages From the Structure of the Vocabulary,WOS:000293660900003,1,140,21517205,D:\Users\mginda\Desktop\savedrecs(10).txt,"Monaghan P, 2011, V140, P325, DOI 10.1037/a0022924"
"Cogan, GB|Poeppel, D","Cogan, Gregory B.|Poeppel, David",554,10.1152/jn.00075.2011,0022-3077,JOURNAL OF NEUROPHYSIOLOGY,AUDITORY-CORTEX |TEMPORAL INTEGRATION |MATHEMATICAL-THEORY |SPIKE TRAINS |BRAIN |PATTERNS |COMMUNICATION |LOCALIZATION |RESPONSES |STIMULUS,oscillations|information theory|magnetoencephalography,2011,Neurosciences|Physiology,13,A mutual information analysis of neural coding of speech by low-frequency MEG phase information,WOS:000293735300006,1,106,21562190,D:\Users\mginda\Desktop\savedrecs(10).txt,"Cogan GB, 2011, V106, P554, DOI 10.1152/jn.00075.2011"
"Kandel, S|Peereman, R|Grosjacques, G|Fayol, M","Kandel, Sonia|Peereman, Ronald|Grosjacques, Geraldine|Fayol, Michel",1310,10.1037/a0023094,0096-1523,JOURNAL OF EXPERIMENTAL PSYCHOLOGY-HUMAN PERCEPTION AND PERFORMANCE,LITERACY ACQUISITION |SPEECH PRODUCTION |WORD RECOGNITION |LEXICAL ACCESS |UNITS |FREQUENCY |REPRESENTATIONS |ANTICIPATION |GRAPHEMES |FRENCH,handwriting|bigram frequency|syllable|adults|children,2011,"Psychology|Psychology, Experimental",17,For a Psycholinguistic Model of Handwriting Production: Testing the Syllable-Bigram Controversy,WOS:000293386700026,1,37,21500939,D:\Users\mginda\Desktop\savedrecs(10).txt,"Kandel S, 2011, V37, P1310, DOI 10.1037/a0023094"
"Ramscar, M|Dye, M|Popick, HM|O'Donnell-McCarthy, F","Ramscar, Michael|Dye, Melody|Popick, Hanna Muenke|O'Donnell-McCarthy, Fiona",,10.1371/journal.pone.0022501,1932-6203,PLOS ONE,HUMAN INFANTS |NUMERICAL COMPETENCE |PREDICTION ERRORS |EYE-MOVEMENTS |DISCRIMINATION |SYSTEMS |SPEECH |REWARD |REPRESENTATIONS |ACQUISITION,,2011,Multidisciplinary Sciences,9,The Enigma of Number: Why Children Find the Meanings of Even Small Number Words Hard to Learn and How We Can Help Them Do Better,WOS:000293282700034,1,6,21818329,D:\Users\mginda\Desktop\savedrecs(10).txt,"Ramscar M, 2011, V6, DOI 10.1371/journal.pone.0022501"
"Broyles, CD","Broyles, Cristopher D.",215,10.1016/j.taap.2010.10.015,0041-008X,TOXICOLOGY AND APPLIED PHARMACOLOGY,,Jargon|Discourse|Audience analysis|Personally subjective vocabulary|Science writing|Ethnography,2011,Pharmacology & Pharmacy|Toxicology,1,A model for considering different discourse communities within the toxicological and environmental sciences: an approach for addressing jargon and personally subjective vocabulary,WOS:000292810700018,1,254,21034765,D:\Users\mginda\Desktop\savedrecs(10).txt,"Broyles CD, 2011, V254, P215, DOI 10.1016/j.taap.2010.10.015"
"Mushegian, A|Conaway, JW","Mushegian, Arcady|Conaway, Joan W.",23621,10.1074/jbc.R111.260398,0021-9258,JOURNAL OF BIOLOGICAL CHEMISTRY,,,2011,Biochemistry & Molecular Biology,0,Thematic Minireview Series on Computational Systems Biology,WOS:000292294900001,1,286,21566145,D:\Users\mginda\Desktop\savedrecs(10).txt,"Mushegian A, 2011, V286, P23621, DOI 10.1074/jbc.R111.260398"
"Erath, BD|Peterson, SD|Zanartu, M|Wodicka, GR|Plesniak, MW","Erath, Byron D.|Peterson, Sean D.|Zanartu, Matias|Wodicka, George R.|Plesniak, Michael W.",389,10.1121/1.3586785,0001-4966,JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,IN-VITRO MODELS |AIR-FLOW |OBLIQUE GLOTTIS |PULSATILE FLOW |VOICED SOUNDS |LARYNX MODEL |PHONATION |JET |TRACT |AREA,,2011,Acoustics|Audiology & Speech-Language Pathology,13,A theoretical model of the pressure field arising from asymmetric intraglottal flows applied to a two-mass model of the vocal folds,WOS:000292920700047,1,130,21786907,D:\Users\mginda\Desktop\savedrecs(10).txt,"Erath BD, 2011, V130, P389, DOI 10.1121/1.3586785"
"Zheng, X|Mittal, R|Xue, Q|Bielamowicz, S","Zheng, X.|Mittal, R.|Xue, Q.|Bielamowicz, S.",404,10.1121/1.3592216,0001-4966,JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,IMMERSED-BOUNDARY METHOD |COMPUTATIONAL AEROACOUSTICS |MATHEMATICAL-MODEL |OBLIQUE GLOTTIS |FLOW |PHONATION |VIBRATION |CORDS |MECHANISMS |TRACT,,2011,Acoustics|Audiology & Speech-Language Pathology,18,Direct-numerical simulation of the glottal jet and vocal-fold dynamics in a three-dimensional laryngeal model,WOS:000292920700048,1,130,21786908,D:\Users\mginda\Desktop\savedrecs(10).txt,"Zheng X, 2011, V130, P404, DOI 10.1121/1.3592216"
"Grossberg, S|Kazerounian, S","Grossberg, Stephen|Kazerounian, Sohrob",440,10.1121/1.3589258,0001-4966,JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,SHORT-TERM-MEMORY |COPYING GEOMETRICAL SHAPES |3D SURFACE PERCEPTION |BASAL GANGLIA |PREFRONTAL CORTEX |CEREBRAL-CORTEX |WORD RECOGNITION |WORKING-MEMORY |VISUAL-CORTEX |INFORMATION,,2011,Acoustics|Audiology & Speech-Language Pathology,17,Laminar cortical dynamics of conscious speech perception: Neural model of phonemic restoration using subsequent context in noise,WOS:000292920700051,1,130,21786911,D:\Users\mginda\Desktop\savedrecs(10).txt,"Grossberg S, 2011, V130, P440, DOI 10.1121/1.3589258"
"Hilbig, BE|Erdfelder, E|Pohl, RF","Hilbig, Benjamin E.|Erdfelder, Edgar|Pohl, Ruediger F.",827,10.1037/a0022638,0278-7393,JOURNAL OF EXPERIMENTAL PSYCHOLOGY-LEARNING MEMORY AND COGNITION,PROCESSING TREE MODELS |REASON DECISION-MAKING |STRATEGY CLASSIFICATION METHOD |RECOGNITION INFORMATION |PERCEPTUAL FLUENCY |SELECTION PROBLEM |HOMO-HEURISTICUS |ADDITIONAL CUES |QUERY-THEORY |INFERENCE,fluency heuristic|recognition heuristic|fast and frugal heuristics|multinomial processing tree models|Bayesian hypothesis tests,2011,"Psychology|Psychology, Experimental",19,"Fluent, Fast, and Frugal? A Formal Model Evaluation of the Interplay Between Memory, Fluency, and Comparative Judgments",WOS:000292418600003,1,37,21355665,D:\Users\mginda\Desktop\savedrecs(10).txt,"Hilbig BE, 2011, V37, P827, DOI 10.1037/a0022638"
"Seghier, ML|Josse, G|Leff, AP|Price, CJ","Seghier, Mohamed L.|Josse, Goulven|Leff, Alexander P.|Price, Cathy J.",1519,10.1093/cercor/bhq203,1047-3211,CEREBRAL CORTEX,CEREBRAL HEMISPHERES |LANGUAGE LATERALIZATION |CORPUS-CALLOSUM |FUNCTIONAL MRI |INTERHEMISPHERIC INTERACTIONS |READING PROCESSES |HEALTHY-SUBJECTS |FMRI ACTIVATION |GRAY-MATTER |WADA TEST,dynamic causal modelling|effective connectivity|functional MRI|inter-hemispheric interactions|language laterality|semantic decision,2011,Neurosciences,23,Lateralization is Predicted by Reduced Coupling from the Left to Right Prefrontal Cortex during Semantic Decisions on Written Words,WOS:000291750400006,1,21,21109578,D:\Users\mginda\Desktop\savedrecs(10).txt,"Seghier ML, 2011, V21, P1519, DOI 10.1093/cercor/bhq203"
"Campanai, E|Tanenhaus, MK|Allen, JF|Remington, R","Campanai, E.|Tanenhaus, M. K.|Allen, J. F.|Remington, R.",311,10.1017/S1351324910000227,1351-3249,NATURAL LANGUAGE ENGINEERING,REFERRING EXPRESSIONS |COMMUNICATION,,2011,"Computer Science, Artificial Intelligence|Linguistics|Language & Linguistics",5,Natural discourse reference generation reduces cognitive load in spoken systems,WOS:000292277800002,1,17,,D:\Users\mginda\Desktop\savedrecs(10).txt,"Campanai E, 2011, V17, P311, DOI 10.1017/S1351324910000227"
"Bentley, RA|Ormerod, P|Shennan, S","Bentley, R. Alexander|Ormerod, Paul|Shennan, Stephen",1770,10.1098/rspb.2010.2581,0962-8452,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,CULTURE CHANGE |RANDOM DRIFT |FREQUENCY |EVOLUTION |RATES |POWER,,2011,Biology|Ecology|Evolutionary Biology,2,Population-level neutral model already explains linguistic patterns,WOS:000290429800002,1,278,21429929,D:\Users\mginda\Desktop\savedrecs(10).txt,"Bentley RA, 2011, V278, P1770, DOI 10.1098/rspb.2010.2581"
